investor_id,total_transactions,avg_gap_days,max_gap_days,risk_flag
INV002590,12,42.5,125,at-risk
INV002591,8,48.1,91,at-risk
INV002592,6,94.8,222,at-risk
INV002594,10,55.4,165,at-risk
INV002597,6,84.0,301,at-risk
INV002598,11,41.1,146,at-risk
INV002599,7,73.7,234,at-risk
INV002602,12,42.0,104,at-risk
INV002603,6,68.2,170,at-risk
INV002604,6,79.2,218,at-risk
INV002606,9,56.0,239,at-risk
INV002607,6,61.8,227,at-risk
INV002611,6,97.2,181,at-risk
INV002613,12,44.5,74,at-risk
INV002619,6,71.6,146,at-risk
INV002621,6,73.0,170,at-risk
INV002622,11,48.6,170,at-risk
INV002625,6,78.4,143,at-risk
INV002626,6,78.6,191,at-risk
INV002627,8,60.7,137,at-risk
INV002628,9,53.2,322,at-risk
INV002630,8,53.0,134,at-risk
INV002631,8,58.3,178,at-risk
INV002632,11,45.9,148,at-risk
INV002633,12,40.8,101,at-risk
INV002634,7,23.3,50,at-risk
INV002635,10,48.9,127,at-risk
INV002637,6,76.6,132,at-risk
INV002639,7,30.7,55,at-risk
INV002640,12,38.2,93,at-risk
INV002641,8,59.6,133,at-risk
INV002642,10,48.1,119,at-risk
INV002643,9,55.2,229,at-risk
INV002645,11,40.1,108,at-risk
INV002647,7,76.0,153,at-risk
INV002648,7,77.3,190,at-risk
INV002652,9,48.8,156,at-risk
INV002654,11,43.3,102,at-risk
INV002656,10,51.3,216,at-risk
INV002658,6,100.8,223,at-risk
INV002659,10,49.7,141,at-risk
INV002664,6,57.2,115,at-risk
INV002666,11,43.7,118,at-risk
INV002668,12,43.5,114,at-risk
INV002671,12,43.6,114,at-risk
INV002673,10,50.6,106,at-risk
INV002674,12,37.5,100,at-risk
INV002675,12,40.6,96,at-risk
INV002679,8,65.7,135,at-risk
INV002681,7,83.7,161,at-risk
INV002682,10,40.4,92,at-risk
INV002684,11,43.3,153,at-risk
INV002685,6,96.4,224,at-risk
INV002687,8,45.7,173,at-risk
INV002688,10,32.9,89,at-risk
INV002689,11,35.0,71,at-risk
INV002692,9,56.9,124,at-risk
INV002693,12,32.5,63,at-risk
INV002696,11,43.7,190,at-risk
INV002697,9,51.9,199,at-risk
INV002698,11,31.5,69,at-risk
INV002700,9,59.9,140,at-risk
INV002702,10,49.0,127,at-risk
INV002704,12,37.6,101,at-risk
INV002705,12,22.4,75,at-risk
INV002706,11,47.3,104,at-risk
INV002707,11,38.9,114,at-risk
INV002708,12,43.8,184,at-risk
INV002711,9,57.4,230,at-risk
INV002712,12,42.5,174,at-risk
INV002716,6,99.8,332,at-risk
INV002718,7,66.8,171,at-risk
INV002722,10,47.8,178,at-risk
INV002723,9,37.8,102,at-risk
INV002724,12,34.8,104,at-risk
INV002725,6,93.0,123,at-risk
INV002726,12,29.9,83,at-risk
INV002727,8,70.3,178,at-risk
INV002729,8,64.7,155,at-risk
INV002732,11,49.5,151,at-risk
INV002733,10,54.1,150,at-risk
INV002734,6,80.8,163,at-risk
INV002735,12,43.2,98,at-risk
INV002736,11,42.9,144,at-risk
INV002737,12,38.8,81,at-risk
INV002740,7,79.0,295,at-risk
INV002743,8,63.0,166,at-risk
INV002744,10,52.9,139,at-risk
INV002745,6,97.2,153,at-risk
INV002746,11,47.6,185,at-risk
INV002747,7,78.3,219,at-risk
INV002748,7,70.8,145,at-risk
INV002750,9,52.6,236,at-risk
INV002751,10,48.7,102,at-risk
INV002752,9,42.4,113,at-risk
INV002753,11,37.2,97,at-risk
INV002754,6,93.2,149,at-risk
INV002758,9,56.8,223,at-risk
INV002759,7,82.0,124,at-risk
INV002761,12,44.0,170,at-risk
INV002762,9,46.2,125,at-risk
INV002764,8,53.3,146,at-risk
INV002765,8,66.6,171,at-risk
INV002766,12,33.6,118,at-risk
INV002767,9,46.6,145,at-risk
INV002769,11,49.2,103,at-risk
INV002772,10,49.7,102,at-risk
INV002774,7,76.0,185,at-risk
INV002775,9,37.5,117,at-risk
INV002776,6,72.4,187,at-risk
INV002779,11,45.9,112,at-risk
INV002783,12,44.6,126,at-risk
INV002784,9,34.8,125,at-risk
INV002785,6,91.6,254,at-risk
INV002786,11,49.8,115,at-risk
INV002787,8,56.7,123,at-risk
INV002788,10,50.7,124,at-risk
INV002793,8,50.9,125,at-risk
INV002794,10,39.6,111,at-risk
INV002796,7,68.8,139,at-risk
INV002798,7,74.7,118,at-risk
INV002799,9,55.1,118,at-risk
INV002800,8,54.4,108,at-risk
INV002801,7,80.8,156,at-risk
INV002802,7,46.3,155,at-risk
INV002803,11,39.1,176,at-risk
INV002804,10,46.6,192,at-risk
INV002808,9,45.9,120,at-risk
INV002809,6,81.4,276,at-risk
INV002810,10,25.1,50,at-risk
INV002811,8,54.9,108,at-risk
INV002813,9,36.8,101,at-risk
INV002819,7,31.2,69,at-risk
INV002822,11,46.3,145,at-risk
INV002824,12,42.3,130,at-risk
INV002826,9,57.2,150,at-risk
INV002827,9,49.1,200,at-risk
INV002828,12,42.2,141,at-risk
INV002830,6,88.2,219,at-risk
INV002831,8,54.1,139,at-risk
INV002832,10,50.0,121,at-risk
INV002834,10,52.9,144,at-risk
INV002835,7,82.3,233,at-risk
INV002838,10,48.9,100,at-risk
INV002841,12,19.7,44,at-risk
INV002843,12,44.4,186,at-risk
INV002847,11,47.4,129,at-risk
INV002849,7,28.2,57,at-risk
INV002850,12,36.7,85,at-risk
INV002852,10,43.2,101,at-risk
INV002856,6,79.8,212,at-risk
INV002859,10,51.0,198,at-risk
INV002861,10,53.9,184,at-risk
INV002862,8,65.4,145,at-risk
INV002863,9,58.8,130,at-risk
INV002864,10,48.6,175,at-risk
INV002865,10,32.8,66,at-risk
INV002867,6,89.0,167,at-risk
INV002868,9,43.8,156,at-risk
INV002869,8,64.1,202,at-risk
INV002870,12,45.0,139,at-risk
INV002872,6,85.6,199,at-risk
INV002873,9,62.2,140,at-risk
INV002874,6,96.4,192,at-risk
INV002877,6,51.8,111,at-risk
INV002879,11,43.6,125,at-risk
INV002881,9,40.5,93,at-risk
INV002883,11,48.0,91,at-risk
INV002886,12,44.2,132,at-risk
INV002888,7,68.0,167,at-risk
INV002890,10,45.0,109,at-risk
INV002891,10,56.6,114,at-risk
INV002893,11,42.8,106,at-risk
INV002894,6,90.0,187,at-risk
INV002896,6,63.6,110,at-risk
INV002897,8,57.3,147,at-risk
INV002899,6,89.6,207,at-risk
INV002900,7,65.5,136,at-risk
INV002903,9,56.0,92,at-risk
INV002904,10,47.9,135,at-risk
INV002905,11,42.9,142,at-risk
INV002906,8,48.7,92,at-risk
INV002909,8,70.6,142,at-risk
INV002911,10,51.1,161,at-risk
INV002912,12,45.7,185,at-risk
INV002913,11,47.1,116,at-risk
INV002914,6,89.2,287,at-risk
INV002915,9,43.1,117,at-risk
INV002921,9,51.0,103,at-risk
INV002924,7,26.8,37,at-risk
INV002926,6,88.6,193,at-risk
INV002927,11,47.3,144,at-risk
INV002928,10,46.8,107,at-risk
INV002929,9,59.5,168,at-risk
INV002931,9,59.0,157,at-risk
INV002932,9,44.9,96,at-risk
INV002933,12,31.3,89,at-risk
INV002934,10,34.7,98,at-risk
INV002935,9,50.9,95,at-risk
INV002937,10,44.8,184,at-risk
INV002939,12,35.5,109,at-risk
INV002940,7,74.5,229,at-risk
INV002941,8,47.3,154,at-risk
INV002942,12,41.5,180,at-risk
INV002943,8,61.4,150,at-risk
INV002944,6,70.2,122,at-risk
INV002945,10,50.6,128,at-risk
INV002947,10,50.4,152,at-risk
INV002948,7,66.0,112,at-risk
INV002950,12,41.3,119,at-risk
INV002951,10,40.7,74,at-risk
INV002954,10,45.7,118,at-risk
INV002956,9,55.8,126,at-risk
INV002957,7,76.5,161,at-risk
INV002961,9,63.5,231,at-risk
INV002964,7,52.5,101,at-risk
INV002966,9,47.6,98,at-risk
INV002969,10,24.9,71,at-risk
INV002973,6,48.2,200,at-risk
INV002974,12,36.6,82,at-risk
INV002978,6,78.0,173,at-risk
INV002979,7,64.5,131,at-risk
INV002980,6,68.2,117,at-risk
INV002982,6,71.8,203,at-risk
INV002983,7,68.2,156,at-risk
INV002984,10,53.1,130,at-risk
INV002985,6,49.0,91,at-risk
INV002989,11,43.3,132,at-risk
INV002992,6,71.6,93,at-risk
INV002993,9,57.6,156,at-risk
INV002994,9,44.1,142,at-risk
INV002996,12,43.3,108,at-risk
INV002997,8,54.9,115,at-risk
INV003000,7,67.0,137,at-risk
INV003002,8,63.4,225,at-risk
INV003003,11,46.6,85,at-risk
INV003004,8,66.9,120,at-risk
INV003005,11,37.2,107,at-risk
INV003007,12,42.1,130,at-risk
INV003008,8,54.7,124,at-risk
INV003009,12,27.7,71,at-risk
INV003010,7,77.0,145,at-risk
INV003011,10,48.8,154,at-risk
INV003012,6,46.6,90,at-risk
INV003014,7,68.7,144,at-risk
INV003015,11,45.6,128,at-risk
INV003016,6,96.6,195,at-risk
INV003017,7,73.2,256,at-risk
INV003018,7,41.8,156,at-risk
INV003021,8,68.9,156,at-risk
INV003022,12,39.1,96,at-risk
INV003024,11,26.7,91,at-risk
INV003025,11,29.8,59,at-risk
INV003027,8,71.0,173,at-risk
INV003028,10,53.7,183,at-risk
INV003031,8,62.6,216,at-risk
INV003033,11,47.8,102,at-risk
INV003034,7,61.3,118,at-risk
INV003036,10,50.2,138,at-risk
INV003037,12,43.4,156,at-risk
INV003040,10,41.3,123,at-risk
INV003041,11,47.3,108,at-risk
INV003043,11,44.3,109,at-risk
INV003044,9,53.4,190,at-risk
INV003045,11,47.0,248,at-risk
INV003047,12,44.6,215,at-risk
INV003048,6,71.0,208,at-risk
INV003049,9,54.4,164,at-risk
INV003054,11,47.2,200,at-risk
INV003055,8,68.3,209,at-risk
INV003057,10,53.7,97,at-risk
INV003058,10,42.2,106,at-risk
INV003060,12,43.1,94,at-risk
INV003061,8,59.6,121,at-risk
INV003063,9,43.4,112,at-risk
INV003065,9,48.8,106,at-risk
INV003068,6,74.0,204,at-risk
INV003069,8,46.1,192,at-risk
INV003070,12,39.6,132,at-risk
INV003073,9,42.9,99,at-risk
INV003074,11,46.3,123,at-risk
INV003075,11,40.2,128,at-risk
INV003077,9,60.5,212,at-risk
INV003078,9,60.6,126,at-risk
INV003079,7,59.7,158,at-risk
INV003082,10,36.1,73,at-risk
INV003083,11,38.1,83,at-risk
INV003086,7,50.0,187,at-risk
INV003089,8,58.0,89,at-risk
INV003091,11,40.7,199,at-risk
INV003095,12,41.1,122,at-risk
INV003097,12,39.9,92,at-risk
INV003099,6,76.8,208,at-risk
INV003100,8,59.3,211,at-risk
INV003101,7,74.7,151,at-risk
INV003102,10,48.9,188,at-risk
INV003105,12,38.5,140,at-risk
INV003110,8,52.1,158,at-risk
INV003111,10,43.6,117,at-risk
INV003112,7,76.3,173,at-risk
INV003113,11,49.0,97,at-risk
INV003115,7,40.0,116,at-risk
INV003116,6,47.6,79,at-risk
INV003117,12,42.4,114,at-risk
INV003119,8,59.6,125,at-risk
INV003120,7,61.7,116,at-risk
INV003121,12,33.2,102,at-risk
INV003123,9,58.4,130,at-risk
INV003124,12,39.0,112,at-risk
INV003125,7,68.3,140,at-risk
INV003128,7,61.3,141,at-risk
INV003129,6,74.4,139,at-risk
INV003130,7,51.3,133,at-risk
INV003134,12,42.1,172,at-risk
INV003139,12,30.1,125,at-risk
INV003140,12,36.3,106,at-risk
INV003141,11,40.5,91,at-risk
INV003144,11,49.5,147,at-risk
INV003146,12,45.0,172,at-risk
INV003150,8,69.4,176,at-risk
INV003151,9,50.6,134,at-risk
INV003153,9,44.6,156,at-risk
INV003158,10,51.0,138,at-risk
INV003159,6,62.4,169,at-risk
INV003160,9,61.6,224,at-risk
INV003161,10,49.9,118,at-risk
INV003165,7,79.5,243,at-risk
INV003166,6,88.6,196,at-risk
INV003167,6,66.8,160,at-risk
INV003168,9,62.1,131,at-risk
INV003169,9,53.6,178,at-risk
INV003171,8,66.7,149,at-risk
INV003173,11,46.4,109,at-risk
INV003174,8,50.1,174,at-risk
INV003176,6,78.4,153,at-risk
INV003178,9,41.0,79,at-risk
INV003179,11,45.0,151,at-risk
INV003184,6,93.6,206,at-risk
INV003185,8,56.9,109,at-risk
INV003187,9,58.2,244,at-risk
INV003188,8,63.9,216,at-risk
INV003189,12,41.8,99,at-risk
INV003190,6,77.2,218,at-risk
INV003191,12,42.6,82,at-risk
INV003192,12,37.3,141,at-risk
INV003193,11,48.3,206,at-risk
INV003194,6,79.6,157,at-risk
INV003196,8,68.9,204,at-risk
INV003200,9,61.2,148,at-risk
INV003201,8,62.4,97,at-risk
INV003202,7,61.5,139,at-risk
INV003203,9,53.6,197,at-risk
INV003205,12,38.6,111,at-risk
INV003206,8,66.9,234,at-risk
INV003208,6,97.0,285,at-risk
INV003209,8,55.7,120,at-risk
INV003210,8,51.6,112,at-risk
INV003211,11,45.9,95,at-risk
INV003212,7,61.5,172,at-risk
INV003214,9,46.8,170,at-risk
INV003215,11,45.1,86,at-risk
INV003218,7,70.3,199,at-risk
INV003219,11,32.9,70,at-risk
INV003220,10,38.4,103,at-risk
INV003221,12,33.4,88,at-risk
INV003222,10,54.3,111,at-risk
INV003223,9,59.2,228,at-risk
INV003224,7,51.2,152,at-risk
INV003225,9,59.0,127,at-risk
INV003226,7,63.2,209,at-risk
INV003227,9,61.8,233,at-risk
INV003228,9,52.6,239,at-risk
INV003230,12,40.1,206,at-risk
INV003231,10,55.3,222,at-risk
INV003232,11,41.8,107,at-risk
INV003234,9,60.4,123,at-risk
INV003235,8,66.0,187,at-risk
INV003236,11,48.3,103,at-risk
INV003237,6,70.2,195,at-risk
INV003238,10,51.3,138,at-risk
INV003240,6,81.4,258,at-risk
INV003242,11,46.7,158,at-risk
INV003243,6,56.6,141,at-risk
INV003244,6,64.6,96,at-risk
INV003247,11,42.3,143,at-risk
INV003248,9,58.9,115,at-risk
INV003250,11,47.9,198,at-risk
INV003252,6,67.6,192,at-risk
INV003253,6,60.0,112,at-risk
INV003254,6,37.0,56,at-risk
INV003256,10,38.0,65,at-risk
INV003257,9,42.0,131,at-risk
INV003258,12,45.2,129,at-risk
INV003260,9,55.9,142,at-risk
INV003262,9,53.2,150,at-risk
INV003263,7,81.2,222,at-risk
INV003264,8,57.4,182,at-risk
INV003267,9,53.1,197,at-risk
INV003269,6,55.8,116,at-risk
INV003270,8,27.9,78,at-risk
INV003271,10,40.8,91,at-risk
INV003273,10,47.8,134,at-risk
INV003276,7,40.3,71,at-risk
INV003277,11,45.4,136,at-risk
INV003279,10,56.3,147,at-risk
INV003287,12,41.7,100,at-risk
INV003288,12,44.5,114,at-risk
INV003289,12,37.0,115,at-risk
INV003291,9,49.0,123,at-risk
INV003294,8,54.0,188,at-risk
INV003295,8,59.4,183,at-risk
INV003296,7,42.0,94,at-risk
INV003297,10,43.2,94,at-risk
INV003298,11,40.1,180,at-risk
INV003300,7,54.0,219,at-risk
INV003301,10,52.8,113,at-risk
INV003304,12,36.2,106,at-risk
INV003306,9,58.9,285,at-risk
INV003308,11,45.4,110,at-risk
INV003310,11,42.4,137,at-risk
INV003311,12,40.0,149,at-risk
INV003313,6,61.4,177,at-risk
INV003314,9,55.1,183,at-risk
INV003315,6,77.4,253,at-risk
INV003317,12,37.3,79,at-risk
INV003320,12,34.5,192,at-risk
INV003321,8,70.3,227,at-risk
INV003324,8,67.0,144,at-risk
INV003325,9,63.1,129,at-risk
INV003329,11,50.5,181,at-risk
INV003331,6,76.2,117,at-risk
INV003332,6,69.8,134,at-risk
INV003336,8,62.0,109,at-risk
INV003338,12,32.3,135,at-risk
INV003340,11,49.2,113,at-risk
INV003341,10,56.0,110,at-risk
INV003342,12,41.7,147,at-risk
INV003343,11,47.5,110,at-risk
INV003344,12,39.4,159,at-risk
INV003345,7,56.8,121,at-risk
INV003346,7,64.8,128,at-risk
INV003347,6,59.6,134,at-risk
INV003350,7,77.0,191,at-risk
INV003351,7,45.0,62,at-risk
INV003352,10,54.3,279,at-risk
INV003354,12,42.4,162,at-risk
INV003355,8,60.6,125,at-risk
INV003357,8,44.6,77,at-risk
INV003359,7,46.3,170,at-risk
INV003360,12,37.8,109,at-risk
INV003363,7,61.8,175,at-risk
INV003366,10,43.6,101,at-risk
INV003369,6,78.6,105,at-risk
INV003370,8,54.3,201,at-risk
INV003372,10,33.0,74,at-risk
INV003373,12,45.5,106,at-risk
INV003374,9,57.6,128,at-risk
INV003375,10,51.3,158,at-risk
INV003376,11,47.8,173,at-risk
INV003377,7,71.5,155,at-risk
INV003379,12,41.0,134,at-risk
INV003380,11,42.7,83,at-risk
INV003381,12,37.7,136,at-risk
INV003382,11,39.0,158,at-risk
INV003387,9,52.1,147,at-risk
INV003388,12,39.1,103,at-risk
INV003389,8,54.9,106,at-risk
INV003391,10,38.8,104,at-risk
INV003393,10,49.6,91,at-risk
INV003394,6,84.2,186,at-risk
INV003395,10,44.8,113,at-risk
INV003396,7,82.3,267,at-risk
INV003398,12,39.8,84,at-risk
INV003399,7,77.8,261,at-risk
INV003401,9,40.9,145,at-risk
INV003402,6,94.6,303,at-risk
INV003403,8,61.9,129,at-risk
INV003404,12,40.7,112,at-risk
INV003405,10,43.0,186,at-risk
INV003406,12,37.5,147,at-risk
INV003407,10,52.7,146,at-risk
INV003408,9,49.1,143,at-risk
INV003409,10,37.7,77,at-risk
INV003410,8,64.4,215,at-risk
INV003411,12,45.0,166,at-risk
INV003412,9,28.6,94,at-risk
INV003415,7,54.0,174,at-risk
INV003419,12,30.3,65,at-risk
INV003420,7,66.7,186,at-risk
INV003421,6,83.6,284,at-risk
INV003422,8,72.6,151,at-risk
INV003423,6,83.8,140,at-risk
INV003424,12,39.9,124,at-risk
INV003426,7,37.3,86,at-risk
INV003427,9,56.5,266,at-risk
INV003428,9,53.9,98,at-risk
INV003429,9,51.1,125,at-risk
INV003430,7,61.2,104,at-risk
INV003431,8,42.9,81,at-risk
INV003432,8,52.6,97,at-risk
INV003435,10,51.6,140,at-risk
INV003436,10,46.2,108,at-risk
INV003437,11,45.9,177,at-risk
INV003438,9,55.2,157,at-risk
INV003448,12,40.6,99,at-risk
INV003449,8,51.9,143,at-risk
INV003450,12,39.0,158,at-risk
INV003452,6,25.6,47,at-risk
INV003455,11,31.7,67,at-risk
INV003457,9,45.4,114,at-risk
INV003458,10,54.2,127,at-risk
INV003459,12,40.9,106,at-risk
INV003460,8,52.4,95,at-risk
INV003462,8,61.9,119,at-risk
INV003463,6,80.4,125,at-risk
INV003469,8,40.0,139,at-risk
INV003473,7,79.8,188,at-risk
INV003475,9,56.0,155,at-risk
INV003477,7,69.5,134,at-risk
INV003478,10,50.3,195,at-risk
INV003479,11,46.0,164,at-risk
INV003480,12,37.5,111,at-risk
INV003484,7,61.5,333,at-risk
INV003487,11,40.7,155,at-risk
INV003491,12,43.0,106,at-risk
INV003492,8,69.1,132,at-risk
INV003494,9,43.1,100,at-risk
INV003495,12,40.3,80,at-risk
INV003496,10,49.6,112,at-risk
INV003503,8,66.9,142,at-risk
INV003505,9,64.0,171,at-risk
INV003506,10,51.1,103,at-risk
INV003509,12,44.3,141,at-risk
INV003511,12,44.5,128,at-risk
INV003513,7,45.8,159,at-risk
INV003514,10,44.6,140,at-risk
INV003518,11,39.6,78,at-risk
INV003521,9,58.8,183,at-risk
INV003524,12,41.8,150,at-risk
INV003525,10,46.1,122,at-risk
INV003526,11,44.1,146,at-risk
INV003527,6,81.4,245,at-risk
INV003528,11,46.9,107,at-risk
INV003530,7,42.5,92,at-risk
INV003531,12,37.2,146,at-risk
INV003532,7,78.5,150,at-risk
INV003533,11,40.0,129,at-risk
INV003534,11,39.4,124,at-risk
INV003535,6,68.0,127,at-risk
INV003536,10,51.6,114,at-risk
INV003537,9,58.4,192,at-risk
INV003539,8,63.9,120,at-risk
INV003540,6,87.8,166,at-risk
INV003541,8,56.6,175,at-risk
INV003543,12,37.5,90,at-risk
INV003545,9,56.6,169,at-risk
INV003546,8,58.9,126,at-risk
INV003552,6,85.8,207,at-risk
INV003553,12,40.5,100,at-risk
INV003554,11,38.9,144,at-risk
INV003556,8,55.4,119,at-risk
INV003557,9,41.8,156,at-risk
INV003558,9,34.9,66,at-risk
INV003559,10,48.3,118,at-risk
INV003561,10,51.7,118,at-risk
INV003562,9,60.4,139,at-risk
INV003563,10,49.3,153,at-risk
INV003564,11,49.7,128,at-risk
INV003565,8,62.7,144,at-risk
INV003566,7,70.3,125,at-risk
INV003567,8,65.7,177,at-risk
INV003568,12,27.4,79,at-risk
INV003569,7,68.2,144,at-risk
INV003571,6,99.6,219,at-risk
INV003572,6,86.8,222,at-risk
INV003573,8,48.7,135,at-risk
INV003574,6,98.0,141,at-risk
INV003579,8,57.4,151,at-risk
INV003580,11,43.6,127,at-risk
INV003581,12,45.8,145,at-risk
INV003582,12,31.4,84,at-risk
INV003586,12,39.6,81,at-risk
INV003587,8,57.3,180,at-risk
INV003590,6,71.0,193,at-risk
INV003592,10,42.2,121,at-risk
INV003593,9,48.9,153,at-risk
INV003594,6,77.0,217,at-risk
INV003597,10,45.9,159,at-risk
INV003598,11,47.6,114,at-risk
INV003599,11,26.8,53,at-risk
INV003600,7,70.8,124,at-risk
INV003601,10,46.6,118,at-risk
INV003602,8,69.6,159,at-risk
INV003604,9,56.4,188,at-risk
INV003607,8,50.3,174,at-risk
INV003608,7,49.2,134,at-risk
INV003609,7,75.2,226,at-risk
INV003611,11,41.3,113,at-risk
INV003612,6,45.8,116,at-risk
INV003613,10,52.4,191,at-risk
INV003614,9,60.8,102,at-risk
INV003616,7,67.7,99,at-risk
INV003619,9,60.4,113,at-risk
INV003620,6,92.6,226,at-risk
INV003625,11,31.2,99,at-risk
INV003626,11,44.9,167,at-risk
INV003627,10,39.4,97,at-risk
INV003630,9,39.4,96,at-risk
INV003633,10,44.9,93,at-risk
INV003634,10,45.3,155,at-risk
INV003635,10,47.1,95,at-risk
INV003636,6,95.0,154,at-risk
INV003637,10,50.4,152,at-risk
INV003638,10,29.0,75,at-risk
INV003639,6,67.0,224,at-risk
INV003641,10,52.1,110,at-risk
INV003642,10,35.6,217,at-risk
INV003643,9,55.4,168,at-risk
INV003644,6,64.0,136,at-risk
INV003645,10,52.9,171,at-risk
INV003647,9,54.2,281,at-risk
INV003648,6,64.8,147,at-risk
INV003649,11,50.4,93,at-risk
INV003650,12,32.9,86,at-risk
INV003651,7,50.7,102,at-risk
INV003654,8,51.9,118,at-risk
INV003655,12,40.7,159,at-risk
INV003656,7,63.3,129,at-risk
INV003658,10,55.0,121,at-risk
INV003660,10,43.9,127,at-risk
INV003661,9,48.6,95,at-risk
INV003663,7,64.7,123,at-risk
INV003666,10,38.4,77,at-risk
INV003669,10,35.7,98,at-risk
INV003670,11,49.6,137,at-risk
INV003671,10,38.6,153,at-risk
INV003672,11,43.7,123,at-risk
INV003673,11,48.2,95,at-risk
INV003674,9,43.5,83,at-risk
INV003675,9,47.4,132,at-risk
INV003677,7,62.0,259,at-risk
INV003678,10,42.2,76,at-risk
INV003680,7,68.5,135,at-risk
INV003681,11,40.8,101,at-risk
INV003683,8,66.0,162,at-risk
INV003684,9,61.4,229,at-risk
INV003685,9,50.2,132,at-risk
INV003686,12,43.9,130,at-risk
INV003691,8,72.1,220,at-risk
INV003693,10,47.6,170,at-risk
INV003695,11,42.0,111,at-risk
INV003696,8,68.3,190,at-risk
INV003697,12,43.0,152,at-risk
INV003698,11,42.6,132,at-risk
INV003702,7,72.7,118,at-risk
INV003705,11,50.5,92,at-risk
INV003707,8,67.9,152,at-risk
INV003708,12,33.0,94,at-risk
INV003709,8,65.4,181,at-risk
INV003710,7,65.5,116,at-risk
INV003711,8,51.6,128,at-risk
INV003712,11,41.0,160,at-risk
INV003713,11,48.9,161,at-risk
INV003716,6,69.8,190,at-risk
INV003717,10,51.9,138,at-risk
INV003718,8,68.1,161,at-risk
INV003720,11,42.5,116,at-risk
INV003722,11,43.2,135,at-risk
INV003723,9,47.1,124,at-risk
INV003724,11,42.7,122,at-risk
INV003731,12,41.5,86,at-risk
INV003732,12,42.5,82,at-risk
INV003733,10,49.3,110,at-risk
INV003734,10,48.1,290,at-risk
INV003735,11,38.1,104,at-risk
INV003736,12,42.1,65,at-risk
INV003737,10,53.6,188,at-risk
INV003738,9,41.4,117,at-risk
INV003739,7,58.3,142,at-risk
INV003740,11,31.1,155,at-risk
INV003741,9,50.8,137,at-risk
INV003743,6,63.4,88,at-risk
INV003744,12,45.5,98,at-risk
INV003745,12,35.4,71,at-risk
INV003747,7,63.3,133,at-risk
INV003748,12,36.9,100,at-risk
INV003750,6,90.8,337,at-risk
INV003751,6,80.2,232,at-risk
INV003756,9,55.1,98,at-risk
INV003757,9,61.4,93,at-risk
INV003761,10,40.3,99,at-risk
INV003762,8,51.7,191,at-risk
INV003765,7,78.5,192,at-risk
INV003766,12,45.0,121,at-risk
INV003767,12,39.4,125,at-risk
INV003769,8,65.6,220,at-risk
INV003771,12,45.5,130,at-risk
INV003772,11,36.8,72,at-risk
INV003773,6,75.8,167,at-risk
INV003775,9,50.9,151,at-risk
INV003778,10,51.0,148,at-risk
INV003779,8,54.6,149,at-risk
INV003780,10,44.7,135,at-risk
INV003781,11,40.9,199,at-risk
INV003782,11,45.3,98,at-risk
INV003783,11,45.1,111,at-risk
INV003785,7,61.8,160,at-risk
INV003787,12,46.0,154,at-risk
INV003788,6,89.4,153,at-risk
INV003789,7,70.3,235,at-risk
INV003791,11,47.1,135,at-risk
INV003792,7,42.3,68,at-risk
INV003793,9,54.2,199,at-risk
INV003794,11,38.5,120,at-risk
INV003795,12,36.9,91,at-risk
INV003797,8,67.1,189,at-risk
INV003798,9,57.5,163,at-risk
INV003799,8,63.1,125,at-risk
INV003801,6,71.6,208,at-risk
INV003803,7,76.3,240,at-risk
INV003806,7,69.2,209,at-risk
INV003808,10,45.7,139,at-risk
INV003809,6,73.8,121,at-risk
INV003810,8,62.3,234,at-risk
INV003811,11,48.9,133,at-risk
INV003812,11,39.7,132,at-risk
INV003813,8,58.7,122,at-risk
INV003815,12,42.2,217,at-risk
INV003817,6,85.8,246,at-risk
INV003821,7,79.3,191,at-risk
INV003822,9,41.1,80,at-risk
INV003823,7,47.8,154,at-risk
INV003824,12,39.0,182,at-risk
INV003825,8,58.0,99,at-risk
INV003828,10,25.0,109,at-risk
INV003829,12,40.2,130,at-risk
INV003830,10,47.3,115,at-risk
INV003832,8,61.6,170,at-risk
INV003833,6,39.4,113,at-risk
INV003834,6,68.2,97,at-risk
INV003835,7,61.3,147,at-risk
INV003836,7,70.0,123,at-risk
INV003844,11,44.0,123,at-risk
INV003846,8,70.0,299,at-risk
INV003847,12,43.8,132,at-risk
INV003848,9,43.5,136,at-risk
INV003849,8,55.1,108,at-risk
INV003851,11,38.0,92,at-risk
INV003853,9,57.2,143,at-risk
INV003855,6,62.8,116,at-risk
INV003857,7,50.3,142,at-risk
INV003860,11,49.8,209,at-risk
INV003862,9,45.9,129,at-risk
INV003865,10,56.8,147,at-risk
INV003868,9,54.8,165,at-risk
INV003872,11,36.3,70,at-risk
INV003874,9,47.1,192,at-risk
INV003876,10,50.0,94,at-risk
INV003877,6,49.8,85,at-risk
INV003880,8,68.6,193,at-risk
INV003882,7,69.3,299,at-risk
INV003883,8,30.7,74,at-risk
INV003885,7,59.7,163,at-risk
INV003887,8,53.0,199,at-risk
INV003888,10,53.7,137,at-risk
INV003892,12,45.2,112,at-risk
INV003894,9,54.9,89,at-risk
INV003896,8,59.0,174,at-risk
INV003897,6,71.6,144,at-risk
INV003899,9,52.2,124,at-risk
INV003901,10,41.7,149,at-risk
INV003902,10,54.1,186,at-risk
INV003903,11,35.2,111,at-risk
INV003905,7,62.5,103,at-risk
INV003906,11,49.6,115,at-risk
INV003907,8,48.4,123,at-risk
